得意先ＣＤ,得意先名,得意先名カナ,得意先名略称,郵便番号,住所１,住所２,電話番号,ＦＡＸ,売掛現金区分,電話確認区分,締区分,締日１,締日２,締日３,締日４,支払サイト,支払日,集金区分,請求先ＣＤ,ＷＥＢ表示区分,取扱区分,帳票出力順,ＩＤ,パスワード,備考,数量確定フラグ,税区分,軽減税率区分,部署ＣＤ,修正担当者ＣＤ,修正日
406,博多中央幼稚園　週5ｺｰｽ,ハカタチュウオウ ｼｭｳ5ｺｰｽ,博多中央　週5ｺｰｽ,813-0014,福岡県福岡市東区香椎台１−５−２２,,092-681-3131,092-681-3134,1,0,0,99,0,0,0,2,99,1,406,0,0,70,検食,-1,,1,0,0,1,2,2025/09/10 14:02:59
407,博多中央幼稚園（補助教員）,ハカタチュウオウ(ﾎｼﾞｮｷｮｳｲﾝ),博多中央（補助教員）　web,813-0014,福岡県福岡市東区香椎台１−５−２２,,092-681-3131,092-681-3134,1,0,0,99,0,0,0,2,99,1,407,0,0,70,,,,1,0,0,1,2,2025/09/10 15:59:21
500,博多幼稚園　週3ｺｰｽ,ハカタ ｼｭｳ3ｺｰｽ,博多　週3ｺｰｽ,813-0042,福岡県福岡市東区舞松原５−７−５,,092-681-1107,092-671-6231,1,0,0,99,0,0,0,2,99,1,500,0,0,80,,,,1,0,0,1,2,2025/09/10 14:03:08
501,博多幼稚園（別注）,ハカタ,博多幼稚園（別注）,,,,092-681-1107,092-671-6231,1,0,0,99,0,0,0,2,99,1,501,0,0,81,,,,1,0,0,1,6,2019/10/30 9:30:38
502,博多幼稚園　リトルプレイルーム,ハカタリトル,博多幼稚園　リトルプレイルーム,,,,092-681-1107,092-671-6231,1,0,0,99,0,0,0,2,99,1,502,0,0,81,,,,1,0,0,1,6,2019/10/30 9:30:43
503,博多幼稚園　ぴよぴよランド,ﾊｶﾀﾖｳﾁｴﾝ ﾋﾟﾖﾋﾟﾖﾗﾝﾄﾞ,博多幼稚園　ぴよぴよランド,,,,092-681-1107,092-671-6231,1,0,0,99,0,0,0,2,99,1,503,0,0,81,,,,1,0,0,1,2,2025/09/02 12:06:24
504,博多幼稚園（別注2）,ハカタ2,博多（別注2）,,,,092-681-1107,092-671-6231,1,0,0,99,0,0,0,2,99,1,504,0,0,81,,,,1,0,0,1,2,2025/09/10 14:03:13
505,博多幼稚園　きらきらルーム,ハカタ  ｷﾗｷﾗﾙｰﾑ,博多幼稚園　きらきらルーム,813-0042,福岡県福岡市東区舞松原５−７−５,,092-681-1107,092-671-6231,1,0,0,99,0,0,0,2,99,1,505,0,0,80,,,,1,0,0,1,2,2025/09/02 12:06:39
506,博多幼稚園　週5ｺｰｽ,ハカタ ｼｭｳ5ｺｰｽ,博多　週5ｺｰｽ,813-0042,福岡県福岡市東区舞松原５−７−５,,092-681-1107,092-671-6231,1,0,0,99,0,0,0,2,99,1,506,0,0,80,検食,-1,"
",1,0,0,1,2,2025/09/10 14:03:19
507,博多幼稚園（補助教員）,ハカタ ｼｭｳ(ﾎｼﾞｮｷｮｳｲﾝ),博多（補助教員）　web,813-0042,福岡県福岡市東区舞松原５−７−５,,092-681-1107,092-671-6231,1,0,0,99,0,0,0,2,99,1,507,0,0,80,,,,1,0,0,1,2,2025/09/10 15:59:26
600,博多第一幼稚園　週3ｺｰｽ,ハカタダイイチ ｼｭｳｼｭｳ3ｺｰｽ,博多第一　週3ｺｰｽ,811-2201,福岡県糟屋郡志免町桜丘１−２８,,092-936-0200,092-936-1114,1,0,0,99,0,0,0,2,99,1,600,0,0,110,,,,1,0,0,1,2,2025/09/10 14:03:31
601,博多第一幼稚園（別注）,ハカタダイイチ,博多第一幼稚園（別注）,,,,092-936-0200,092-936-1114,1,0,0,99,0,0,0,2,99,1,601,0,0,111,,,,1,0,0,1,6,2019/10/30 9:31:40
602,博多第一幼稚園　ﾘﾄﾙﾌﾟﾚｲﾙｰﾑ,ハカタダイイチリトルﾘﾄﾙﾌﾟﾚｲﾙｰﾑ,博多第一幼稚園　ﾘﾄﾙﾌﾟﾚｲﾙｰﾑ,,,,092-936-0200,092-936-1114,1,0,0,99,0,0,0,2,99,1,602,0,0,111,,,,1,0,0,1,6,2019/10/30 9:31:45
603,博多第一幼稚園　別注2,ﾊｶﾀﾀﾞｲｲﾁ ﾍﾞｯﾁｭｳ2,博多第一幼稚園　(別注2),,,,,,1,0,0,99,0,0,0,2,99,1,603,0,0,110,,,,1,0,0,1,2,2025/09/02 12:07:21
604,博多第一幼稚園　別注3,ﾊｶﾀﾀﾞｲｲﾁ ﾍﾞｯﾁｭｳ3,博多第一幼稚園　(別注3),,,,,,1,0,0,99,0,0,0,2,99,1,604,0,0,110,,,,1,0,0,1,2,2025/09/02 12:07:44
605,博多第一幼稚園　スターズルーム,ハカタダイイチ ｽﾀｰｽﾞﾙｰﾑ,博多第一幼稚園　スターズルーム,811-2201,福岡県糟屋郡志免町桜丘１−２８,,092-936-0200,092-936-1114,1,0,0,99,0,0,0,2,99,1,605,0,0,110,,,,1,0,0,1,2,2025/09/02 12:09:01
606,博多第一幼稚園　週5ｺｰｽ,ハカタダイイチ ｼｭｳ5ｺｰｽ,博多第一　週5ｺｰｽ,811-2201,福岡県糟屋郡志免町桜丘１−２８,,092-936-0200,092-936-1114,1,0,0,99,0,0,0,2,99,1,606,0,0,110,検食,-1,"
",1,0,0,1,2,2025/09/10 14:03:50
607,博多第一幼稚園（補助教員）,ハカタダイイチ(ﾎｼﾞｮｷｮｳｲﾝ),博多第一（補助教員）　web,811-2201,福岡県糟屋郡志免町桜丘１−２８,,092-936-0200,092-936-1114,1,0,0,99,0,0,0,2,99,1,607,0,0,110,,,,1,0,0,1,2,2025/09/10 15:59:33
700,博多第二幼稚園　週3ｺｰｽ,ハカタダイニ ｼｭｳ3ｺｰｽ,博多第二　週3ｺｰｽ,811-2106,福岡県糟屋郡宇美町ひばりが丘１−１−１０,,092-934-1001,092-934-1564,1,0,0,99,0,0,0,2,99,1,700,0,0,120,,,,1,0,0,1,2,2025/09/10 14:04:01
701,博多第二幼稚園　（別注）,ハカタダイニ,博多第二幼稚園（別注）,,,,092-934-1001,092-934-1564,1,0,0,99,0,0,0,2,99,1,701,0,0,121,,,,1,0,0,1,6,2019/12/27 10:52:47
702,博多第二幼稚園　リトルプレイルーム,ハカタダイニﾘﾄﾙﾌﾟﾚｲﾙｰﾑ,博多第二幼稚リトルプレイルーム,,,,092-934-1001,092-934-1564,1,0,0,99,0,0,0,2,99,1,702,0,0,122,,,,1,0,0,1,2,2025/09/02 12:10:06
703,博多第二幼稚園　リトルプレイルーム　週2（にじ組）,ﾊｶﾀﾀﾞｲﾆﾘﾄﾙ ｼｭｳ2(ﾆｼﾞｸﾐ)ﾌﾟﾚｲﾙｰﾑ,博多第二リトル　週2,,,,092-934-1001,092-934-1564,1,0,0,99,0,0,0,2,99,1,703,0,0,123,,,,1,0,0,1,2,2025/09/02 12:12:44
704,博多第二幼稚園　（別注2）,ハカタダイニ2,博多第二幼稚園（別注2）,,,,092-934-1001,092-934-1564,1,0,0,99,0,0,0,2,99,1,704,0,0,121,,,,1,0,0,1,6,2019/11/05 9:39:05
705,博多第二幼稚園　お預かり,ハカタダイニ ｵｱｽﾞｶﾘ,博多第二　お預かり,811-2106,福岡県糟屋郡宇美町ひばりが丘１−１−１０,,092-934-1001,092-934-1564,1,0,0,99,0,0,0,2,99,1,705,0,0,120,,,,1,0,0,1,6,2019/12/27 10:53:19
706,博多第二幼稚園　週5ｺｰｽ,ハカタダイニ ｼｭｳ5ｺｰｽ,博多第二　週5ｺｰｽ,811-2106,福岡県糟屋郡宇美町ひばりが丘１−１−１０,,092-934-1001,092-934-1564,1,0,0,99,0,0,0,2,99,1,706,0,0,120,検食,-1,"
",1,0,0,1,2,2025/09/10 14:04:06
707,博多第二幼稚園（補助教員）,ハカタダイニ(ﾎｼﾞｮｷｮｳｲﾝ),博多第二（補助教員）　web,811-2106,福岡県糟屋郡宇美町ひばりが丘１−１−１０,,092-934-1001,092-934-1564,1,0,0,99,0,0,0,2,99,1,707,0,0,120,,,,1,0,0,1,2,2025/09/10 15:59:39
708,博多第二幼稚園　（別注3）,ハカタダイニ3,博多第二幼稚園（別注3）,,,,092-934-1001,092-934-1564,1,0,0,99,0,0,0,2,99,1,708,0,0,121,,,,1,0,0,1,6,2019/12/27 10:53:34
800,吉塚ゆりの樹幼稚園,ヨシヅカ,吉塚ゆりの樹　スマぶろ　web,812-0041,福岡県福岡市博多区吉塚５−５−３９,,092-621-1055,092-623-0586,1,0,0,99,0,0,0,1,99,1,800,0,0,30010,検食,1,,1,1,0,1,2,2025/09/10 14:04:34
802,吉塚ゆりの樹幼稚園（別）,ヨシズカｼｮｳｻｲﾖｳ(ﾍﾞﾂ),吉塚ゆりの樹幼稚園（別）,812-0041,福岡県福岡市博多区吉塚５−５−３９,,092-621-1055,092-623-0586,1,0,0,99,0,0,0,1,99,1,802,0,0,30010,,,,1,1,0,1,6,2022/12/01 14:15:06
805,吉塚ゆりの樹幼稚園,ヨシヅカ,吉塚ゆりの樹　ママミール　web,812-0041,福岡県福岡市博多区吉塚５−５−３９,,092-621-1055,092-623-0586,1,0,0,99,0,0,0,1,99,1,805,0,0,30010,管理職,1,,1,0,0,1,2,2025/09/10 14:04:40
806,吉塚ゆりの樹幼稚園,ヨシズカ,吉塚ゆりの樹（別）　ママミール,812-0041,福岡県福岡市博多区吉塚５−５−３９,,092-621-1055,092-623-0586,1,0,0,99,0,0,0,1,99,1,806,0,0,30010,,,,1,0,0,1,2,2025/09/02 12:16:39
1000,学校法人　白水学園　森の木幼稚園,モリノキ,森の木幼稚園,816-0851,福岡県春日市昇町２−８５,,092-592-3977,092-573-2562,1,0,0,99,0,0,0,1,99,1,1000,0,0,270,,,,0,1,0,1,1,2015/01/06 16:39:45
1001,森の木幼稚園（別注）,モリノキ,森の木幼稚園（別注）,,,,092-592-3977,092-573-2562,1,0,0,99,0,0,0,1,99,1,1001,0,0,271,,,,1,1,0,1,2,2015/01/22 10:58:54
1002,森の木幼稚園　なかよしクラブ,モリノキ,森の木　なかよしクラブ,,,,092-592-3977,092-573-2562,1,0,0,99,0,0,0,1,99,1,1002,0,0,291,,,,0,1,0,1,1,2015/01/06 16:48:16
1004,森の木幼稚園　食育,モリノキ ｼｮｸｲｸ,森の木　食育,816-0851,福岡県春日市昇町２−８５,,092-592-3977,092-573-2562,1,0,0,99,0,0,0,1,99,1,1004,0,0,270,,,,1,1,0,1,5,2024/01/19 11:18:18
1100,学校法人白水学園　くすの木幼稚園,クスノキ,くすの木幼稚園,816-0823,福岡県春日市若葉台西６−１０３,,092-571-0254,092-582-9568,1,0,0,99,0,0,0,1,99,1,1100,0,0,280,,,,0,1,0,1,2,2015/01/05 16:18:05
1101,くすの木幼稚園　（別注）,クスノキｷ,くすの木幼稚園　（別注）,,,,092-571-0254,092-582-9568,1,0,0,99,0,0,0,1,99,1,1101,0,0,281,,,,1,1,0,1,2,2015/01/22 11:15:18
1102,くすの木幼稚園　なかよしクラブ,クスノキ,くすの木　なかよしクラブ,,,,092-571-0254,092-582-9568,1,0,0,99,0,0,0,1,99,1,1102,0,0,292,,,,0,1,0,1,9,2016/11/26 12:13:42
1103,くすの木幼稚園　学童,クスノキｷ,くすの木幼稚園　学童,,,,092-571-0254,092-582-9568,1,0,0,99,0,0,0,1,99,1,1103,0,0,281,,,,0,1,0,1,2,2014/12/16 15:39:39
1104,くすの木幼稚園　食育,クスノキ ｼｮｸｲｸ,くすの木　食育,816-0823,福岡県春日市若葉台西６−１０３,,092-571-0254,092-582-9568,1,0,0,99,0,0,0,1,99,1,1104,0,0,280,,,,1,1,0,1,5,2024/01/19 11:18:28
1200,学校法人白水学園　もみの木幼稚園,モミノキ,もみの木,816-0844,福岡県春日市上白水前田４４５−２,,092-582-4292,092-573-2146,1,0,0,99,0,0,0,1,99,1,1200,0,0,290,,,,0,1,0,1,2,2023/02/02 14:20:33
1201,もみの木幼稚園（別注）,モミノキ,もみの木幼稚園（別注）,,,,092-582-4292,092-573-2146,1,0,0,99,0,0,0,1,99,1,1201,0,0,290,,,,1,1,0,1,2,2023/01/23 11:27:40
1202,もみの木幼稚園　なかよしクラブ,モミノキ,もみの木　なかよしクラブ,,,,092-582-4292,092-573-2146,1,0,0,99,0,0,0,1,99,1,1202,0,0,293,,,,0,1,0,1,5,2012/01/18 14:43:24
1204,もみの木幼稚園　食育,モミノキ ｼｮｸｲｸ,もみの木　食育,816-0844,福岡県春日市上白水前田４４５−２,,092-582-4292,092-573-2146,1,0,0,99,0,0,0,1,99,1,1204,0,0,290,,,,1,1,0,1,5,2024/01/19 11:18:55
1300,岩戸幼稚園,イワト,岩戸幼稚園,811-1242,福岡県筑紫郡那珂川町西隈1丁目9-17,,092-952-2006,092-952-3176,1,0,0,99,0,0,0,1,99,1,1300,0,0,340,,,,0,1,0,1,5,2012/01/18 14:43:29
1301,岩戸幼稚園（別注）,イワト,岩戸幼稚園（別注）,,,,092-952-2006,092-952-3176,1,0,0,99,0,0,0,1,99,1,1301,0,0,341,,,,0,1,0,1,2,2014/12/22 11:59:25
1302,岩戸幼稚園　（先生用）,イワト,岩戸幼稚園　（先生用）,,,,092-952-2006,092-952-3176,1,0,0,99,0,0,0,1,99,1,1302,0,0,0,,,,0,1,0,1,5,2012/01/18 14:43:32
1400,岩戸北幼稚園,イワトキタ,岩戸北幼稚園,811-1255,福岡県筑紫郡那珂川町恵子１−１−２,,092-952-5054,092-952-5283,1,0,0,99,0,0,0,1,99,1,1400,0,0,350,,,,0,1,0,1,6,2020/01/23 9:29:57
1401,岩戸北幼稚園（別注）,イワトキタ,岩戸北幼稚園（別注）,,,,092-952-5054,092-952-5283,1,0,0,99,0,0,0,1,99,1,1401,0,0,351,,,,0,1,0,1,2,2015/01/26 14:20:44
1402,岩戸北幼稚園（先生用）,イワトキタ,岩戸北幼稚園（先生用）,,,,092-952-5054,092-952-5283,1,0,0,99,0,0,0,1,99,1,1402,0,0,0,,,,0,1,0,1,5,2012/01/18 14:43:38
1500,南畑幼稚園,ミナミハタ,南畑幼稚園,811-1232,福岡県筑紫郡那珂川町埋金８１１−１,,092-952-2095,092-952-2305,1,0,0,99,0,0,0,1,99,1,1500,0,0,360,,,,0,1,0,1,5,2012/01/18 14:43:41
1501,南畑幼稚園（別注）,ミナミハタ,南畑幼稚園（別注）,,,,092-952-2095,092-952-2305,1,0,0,99,0,0,0,1,99,1,1501,0,0,361,,,,0,1,0,1,2,2015/01/26 14:30:30
1502,南畑幼稚園（先生用）,ミナミハタ,南畑幼稚園（先生用）,,,,092-952-2095,092-952-2305,1,0,0,99,0,0,0,1,99,1,1502,0,0,0,,,,0,1,0,1,5,2012/01/18 14:43:48
1600,南ヶ丘幼稚園,ミナミガオカ,南ヶ丘幼稚園　　,816-0964,福岡県大野城市南ケ丘５−１９−１,,092-596-2974,092-596-1910,1,0,0,99,0,0,0,1,99,1,1600,0,0,310,予備,3.0,,0,1,0,1,2,2025/09/10 13:52:37
1601,南ヶ丘幼稚園　（別注）,ミナミガオカ,南ヶ丘幼稚園　（別注）,,,,092-596-2974,092-596-1910,1,0,0,99,0,0,0,1,99,1,1601,0,0,0,,,,0,1,0,1,2,2011/10/20 17:33:53
1602,南ヶ丘幼稚園　のびっこクラブ,ﾐﾅﾐｶﾞｵｶ ﾉﾋﾞｯｺ,南ヶ丘幼稚園　のびっこクラブ,816-0964,福岡県大野城市南ケ丘５−１９−１,,092-596-2974,092-596-1910,1,0,0,99,0,0,0,1,99,1,1602,0,0,315,,,,0,1,0,1,2,2025/09/02 12:17:28
1700,南ヶ丘第二幼稚園,ミナミガオカダイニ,南ヶ丘第二幼稚園,816-0953,福岡県大野城市旭ケ丘２−４−１０,,092-596-2907,092-596-1915,1,0,0,99,0,0,0,1,99,1,1700,0,0,320,予備,3.0,"
",0,1,0,1,2,2025/09/10 13:52:45
1701,南ヶ丘第二幼稚園　（別注）,ミナミガオカダイニ,南ヶ丘第二幼稚園　（別注）,,,,092-596-2907,092-596-1915,1,0,0,99,0,0,0,1,99,1,1701,0,0,320,,,,0,1,0,1,2,2017/04/10 13:56:55
1702,南ヶ丘第二幼稚園　のびっこクラブ,ﾐﾅﾐｶﾞｵｶﾀﾞｲﾆﾖｳﾁｴﾝ ﾉﾋﾞｯｺｸﾗﾌﾞ,南ヶ丘第二　のびっこ,816-0953,福岡県大野城市旭ケ丘２−４−１０,,092-596-2907,092-596-1519,1,0,0,99,0,0,0,1,99,1,1702,0,0,321,,,,0,1,0,1,2,2020/05/11 9:15:39
1800,月の浦幼稚園,ツキノウラ,月の浦幼稚園,816-0983,福岡県大野城市月の浦３−２３−１,,092-595-2580,092-596-1915,1,0,0,99,0,0,0,1,99,1,1800,0,0,330,予備,3.0,,0,1,0,1,2,2025/09/10 13:52:51
1801,月の浦幼稚園　（別注）,ツキノウラ,月の浦幼稚園　（別注）,,,,092-595-2580,092-596-1915,1,0,0,99,0,0,0,1,99,1,1801,0,0,331,,,,0,1,0,1,2,2015/02/25 15:15:50
1802,月の浦幼稚園　のびっこクラブ,ﾂｷﾉｳﾗﾖｳﾁｴﾝ ﾉﾋﾞｯｺｸﾗﾌﾞ,月の浦　のびっこ,816-0983,大野城市月の浦3-23-1,,092-595-2580,092-596-1915,1,0,0,99,0,0,0,1,99,1,1802,0,0,330,,,,0,1,0,1,2,2014/06/19 14:58:22
1803,月の浦幼稚園　食育先生用,ツキノウラ ｼｮｸｲｸｾﾝｾｲﾖｳ,月の浦幼稚園,816-0983,福岡県大野城市月の浦３−２３−１,,092-595-2580,092-596-1915,1,0,0,99,0,0,0,1,99,1,1803,0,0,330,,,,0,1,0,1,2,2015/10/06 16:20:49
1804,月の浦幼稚園　別注用先生,ツキノウラ ﾍﾞｯﾁｭｳﾖｳｾﾝｾｲ,月の浦幼稚園,816-0983,福岡県大野城市月の浦３−２３−１,,092-595-2580,092-596-1915,1,0,0,99,0,0,0,1,99,1,1804,0,0,330,,,,0,1,0,1,2,2016/01/18 15:00:26
1900,那珂川第一幼稚園,ナカガワダイイチ,那珂川第一幼稚園,811-1251,福岡県筑紫郡那珂川町松木５丁目１−１,,092-953-1135,092-953-3848,1,0,0,99,0,0,0,2,99,1,1900,0,0,250,,,,0,1,0,1,4,2014/09/12 11:13:07
1901,那珂川第一幼稚園（別注）,ナカガワダイイチ,那珂川第一幼稚園（別注）,,,,092-953-1135,092-953-3848,1,0,0,99,0,0,0,2,99,1,1901,0,0,251,,,,0,1,0,1,2,2016/06/22 11:52:19
1902,那珂川第一幼稚園　音楽の先生,ナカガワダイイチオンガクノセンセイ,那珂川第一幼稚園　音楽の先生,,,,092-953-1135,092-953-3848,1,0,0,99,0,0,0,2,99,1,1902,0,0,0,,,,0,1,0,1,5,2012/01/18 14:44:18
1903,那珂川第一幼稚園　（おやつ）,ナカガワダイイチオヤツ,那珂川第一　（おやつ）,,,,092-953-1135,092-953-3848,1,0,0,99,0,0,0,2,99,1,1903,0,0,251,,,,1,1,0,1,2,2014/10/30 17:00:46
1904,香蘭女子短期大学　保育科,コウランホイクカ,香蘭女子短期大学　保育科,,,,092-953-1135,092-953-3848,1,0,0,99,0,0,0,2,99,1,1904,0,0,0,,,,0,1,0,1,5,2012/01/18 14:44:27
1905,那珂川第一幼稚園（お預かり）,ナカガワダイイチ(,那珂川第一幼稚園〈お預かり）,,,,092-953-1135,092-953-3848,1,0,0,99,0,0,0,1,99,1,1905,0,0,252,,,,1,1,0,1,9,2015/12/10 17:51:33
1906,那珂川第二幼稚園おやつ,ナカガワダイニﾖｳﾁｴﾝ,那珂川第二おやつ,811-1252,福岡県筑紫郡那珂川町五郎丸字ムタダ70-3,,092-953-0222,092-953-0222,1,0,0,99,0,0,0,1,99,1,1906,0,0,251,,,,1,1,0,1,2,2014/10/30 17:00:31
1907,那珂川第二幼稚園,ﾅｶｶﾞﾜﾀﾞｲﾆﾖｳﾁｴﾝ,那珂川第二幼稚園,811-1252,筑紫郡那珂川町五郎丸字ムタダ70-3,,092-953-0222,02-953-222,1,0,0,99,0,0,0,1,99,1,1907,0,0,261,,,,0,1,0,1,5,2013/11/06 13:37:15
1908,筑紫女学院大学　実習生,コﾁｸｼｼﾞｮｶﾞｸｲﾝﾀﾞｲｶﾞｸ ｼﾞｯｼｭｳｾｲ,筑紫女学院大学　実習生,,,,,,1,0,0,99,0,0,0,1,99,1,1908,0,0,0,,,,0,1,0,1,6,2017/05/26 11:33:05
1910,那珂川第一幼稚園　研修生,ﾅｶｶﾞﾜﾀﾞｲｲﾁﾖｳﾁｴﾝ ｹﾝｼｭｳｾｲ,那珂川第一幼稚園　研修生,,,,,,1,0,0,99,0,0,0,2,99,1,1910,0,0,0,,,,0,1,0,1,3,2018/01/24 12:20:42
2000,学校法人　豊田学園　淡水幼稚園,タンスイ,淡水幼稚園,816-0094,福岡県福岡市博多区諸岡１−１８−３,,092-581-1461,092-581-1793,1,0,0,99,0,0,0,1,99,1,2000,0,0,410,,,,0,1,0,1,2,2024/07/18 11:48:59
2001,淡水幼稚園（別注）,タンスイ,淡水幼稚園（別注）,,,,092-581-1461,092-581-1793,1,0,0,99,0,0,0,1,99,1,2001,0,0,411,,,,0,1,0,1,2,2015/01/22 11:16:28
2002,淡水幼稚園　おひさまランド,タンスイ,おひさまランド,,,,092-581-1461,092-581-1793,1,0,0,99,0,0,0,1,99,1,2002,0,0,420,,,,0,1,0,1,5,2012/01/18 14:44:45
2003,淡水幼稚園　まいまい,タンスイ,まいまい,,,,092-581-1461,092-581-1793,1,0,0,99,0,0,0,1,99,1,2003,0,0,430,,,,0,1,0,1,5,2012/01/18 14:44:48
2004,淡水幼稚園　アフタークラブ,タンスイ,淡水　アフタークラブ,,,,092-581-1461,092-581-1793,1,0,0,99,0,0,0,1,99,1,2004,0,0,411,,,,1,1,0,1,2,2014/10/30 17:00:15
2005,淡水幼稚園あそびじゅく,タンスイ,淡水幼稚園あそびじゅく,816-0094,福岡県福岡市博多区諸岡１−１８−３,,092-581-1461,092-581-1793,1,0,0,99,0,0,0,1,99,0,2005,0,0,,,,,0,1,0,1,9999,2011/09/14 0:00:00
2006,淡水幼稚園　つくし,タンスイ,つくし,,,,092-581-1461,092-581-1793,1,0,0,99,0,0,0,1,99,1,2006,0,0,431,,,"
",0,1,0,1,2,2025/09/08 11:26:07
2007,たんすい保育園,タンスイﾎｲｸｴﾝ,たんすい保育園,816-0094,福岡県福岡市博多区諸岡1-19-5,,092-575-6005,092-575-6006,1,0,0,99,0,0,0,1,99,1,2007,0,0,410,,,,0,1,0,1,2,2024/07/18 11:49:05
2008,たんすい保育園　先生,タンスイﾎｲｸｴﾝ ｾﾝｾｲ,たんすい保育園　先生,816-0094,福岡県福岡市博多区諸岡1-19-5,,092-575-6005,092-575-6006,1,0,0,99,0,0,0,1,99,1,2008,0,0,410,,,,0,1,0,1,2,2024/07/18 11:49:53
2009,淡水保育園　おやつ,タンスイﾎｲｸｴﾝ ｵﾔﾂ,淡水保育園　おやつ,816-0094,福岡県福岡市博多区諸岡1-19-5,,092-575-6005,092-575-6006,1,0,0,99,0,0,0,1,99,1,2009,0,0,410,,,,0,1,0,1,2,2024/07/18 11:49:44
